video_id,start,end,motion,audio,cap_overlap,kw_density,score
UY-FREo1JMM,3.003000020980835,9.003000020980835,0.12915419042110443,0.07187759876251221,0.0,0.0,0.3873266279697418
UY-FREo1JMM,5.003000020980835,11.003000020980835,0.04177169129252434,0.07007187604904175,0.0,0.0,0.32165369391441345
UY-FREo1JMM,7.003000020980835,13.003000020980835,0.051246654242277145,0.0728665217757225,0.0,0.0,0.33998268842697144
UY-FREo1JMM,9.003000020980835,15.003000020980835,0.04696933552622795,0.07476411014795303,0.0,0.0,0.34533295035362244
UY-FREo1JMM,11.003000020980835,17.003000020980835,0.02795243076980114,0.07559606432914734,0.0,0.0,0.33632341027259827
UY-FREo1JMM,13.003000020980835,17.017000198364258,0.16120705008506775,0.07488372921943665,0.0,0.0,0.42152416706085205
UY-FREo1JMM,15.003000020980835,17.017000198364258,0.2767351269721985,0.07157053053379059,0.0,0.0,0.48376548290252686
UY-FREo1JMM,18.51849937438965,24.51849937438965,0.13745923340320587,0.06483770906925201,0.0,0.0,0.36246731877326965
UY-FREo1JMM,20.51849937438965,26.51849937438965,0.030501728877425194,0.06788387149572372,0.0,0.0,0.30475184321403503
UY-FREo1JMM,22.51849937438965,28.51849937438965,0.026800349354743958,0.07337357848882675,0.0,0.0,0.32597532868385315
UY-FREo1JMM,24.51849937438965,30.51849937438965,0.02746615745127201,0.07945027202367783,0.0,0.0,0.3526232838630676
UY-FREo1JMM,26.51849937438965,32.51849937438965,0.03137806057929993,0.07626622170209885,0.0,0.0,0.34148284792900085
UY-FREo1JMM,28.51849937438965,34.51849937438965,0.03006306290626526,0.08379500359296799,0.0,0.0,0.3730810880661011
UY-FREo1JMM,30.51849937438965,36.51849937438965,0.030761798843741417,0.08093123137950897,0.0,0.0,0.36119335889816284
UY-FREo1JMM,32.51849937438965,38.51849937438965,0.027900485321879387,0.07800818979740143,0.0,0.0,0.346691757440567
UY-FREo1JMM,34.51849937438965,40.51849937438965,0.028349168598651886,0.06693024933338165,0.0,0.0,0.2992132306098938
UY-FREo1JMM,36.51849937438965,42.51849937438965,0.026528017595410347,0.07042931020259857,0.0,0.0,0.313097208738327
UY-FREo1JMM,38.51849937438965,44.51849937438965,0.02272617630660534,0.07715530693531036,0.0,0.0,0.33958590030670166
UY-FREo1JMM,40.51849937438965,46.51849937438965,0.020880943164229393,0.0821564719080925,0.0,0.0,0.359932005405426
UY-FREo1JMM,42.51849937438965,48.51849937438965,0.022558031603693962,0.08195848017930984,0.0,0.0,0.3601891100406647
UY-FREo1JMM,44.51849937438965,50.51849937438965,0.029278656467795372,0.07741934806108475,0.0,0.0,0.3450652062892914
UY-FREo1JMM,46.51849937438965,52.51849937438965,0.031149638816714287,0.07514885812997818,0.0,0.0,0.3365127146244049
UY-FREo1JMM,48.51849937438965,54.51849937438965,0.02989216335117817,0.06637364625930786,0.0,0.0,0.29783493280410767
UY-FREo1JMM,50.51849937438965,56.51849937438965,0.02515442855656147,0.06519388407468796,0.0,0.0,0.28960850834846497
UY-FREo1JMM,52.51849937438965,58.05799865722656,0.1276562213897705,0.0580686591565609,0.0,0.0,0.32678061723709106
UY-FREo1JMM,54.51849937438965,58.05799865722656,0.1782313883304596,0.05763932690024376,0.0,0.0,0.3584319055080414
UY-FREo1JMM,58.05799865722656,61.06100082397461,0.39047855138778687,0.0670921579003334,0.0,0.0,0.5397995114326477
UY-FREo1JMM,61.06100082397461,67.06100082397461,0.13241855800151825,0.05117760971188545,0.0,0.0,0.300216406583786
