video_id,start,end,motion,audio,cap_overlap,kw_density,score
sEyRofSnte8,2.5,5.5,0.4828139841556549,0.28575819730758667,0.0,0.0,0.6644976139068604
sEyRofSnte8,5.5,11.5,0.15417157113552094,0.2626042664051056,0.0,0.0,0.4306275248527527
sEyRofSnte8,7.5,13.5,0.06084065139293671,0.2505492568016052,0.0,0.0,0.35630857944488525
sEyRofSnte8,9.5,14.0,0.20298707485198975,0.2317246049642563,0.0,0.0,0.4158726632595062
sEyRofSnte8,11.5,14.0,0.29734015464782715,0.22500000894069672,0.0,0.0,0.4637320041656494
sEyRofSnte8,14.0,20.0,0.14626571536064148,0.2514534890651703,0.0,0.0,0.4097236096858978
sEyRofSnte8,16.0,22.0,0.01766364462673664,0.24422381818294525,0.0,0.0,0.3208474814891815
sEyRofSnte8,18.0,23.0,0.14098741114139557,0.23498845100402832,0.0,0.0,0.38275858759880066
sEyRofSnte8,20.0,23.0,0.21170730888843536,0.2105570286512375,0.0,0.0,0.3906652331352234
sEyRofSnte8,24.0,26.5,0.5279759168624878,0.2323453277349472,0.0,0.0,0.6150175929069519
sEyRofSnte8,26.5,30.5,0.40082311630249023,0.24320293962955475,0.0,0.0,0.5531102418899536
sEyRofSnte8,28.5,30.5,0.3219458758831024,0.2180880308151245,0.0,0.0,0.46877384185791016
sEyRofSnte8,30.5,33.0,0.44884660840034485,0.2290283739566803,0.0,0.0,0.5619635581970215
sEyRofSnte8,33.0,35.5,0.41313719749450684,0.26582232117652893,0.0,0.0,0.5932427644729614
sEyRofSnte8,35.5,38.0,0.4320737421512604,0.3047635555267334,0.0,0.0,0.6609537601470947
sEyRofSnte8,38.0,43.0,0.4591882824897766,0.25289323925971985,0.0,0.0,0.6026890873908997
sEyRofSnte8,40.0,43.0,0.42627161741256714,0.23585829138755798,0.0,0.0,0.5580421686172485
sEyRofSnte8,43.0,47.0,0.3042678236961365,0.2620699107646942,0.0,0.0,0.5214186310768127
sEyRofSnte8,45.0,47.0,0.22137370705604553,0.25348103046417236,0.0,0.0,0.458465039730072
sEyRofSnte8,47.0,52.0,0.23112492263317108,0.22253280878067017,0.0,0.0,0.41978132724761963
sEyRofSnte8,49.0,52.0,0.1864929497241974,0.22447849810123444,0.0,0.0,0.39536088705062866
sEyRofSnte8,52.0,55.0,0.3527246117591858,0.24855870008468628,0.0,0.0,0.5314930081367493
sEyRofSnte8,56.5,59.0,0.3798482120037079,0.26117366552352905,0.0,0.0,0.5662317276000977
sEyRofSnte8,59.0,62.5,0.24745261669158936,0.20832230150699615,0.0,0.0,0.4092477560043335
sEyRofSnte8,62.5,65.5,0.3365924656391144,0.2807613015174866,0.0,0.0,0.5680932402610779
sEyRofSnte8,65.5,71.5,0.1338167041540146,0.2617102265357971,0.0,0.0,0.41692131757736206
sEyRofSnte8,67.5,73.5,0.0581851601600647,0.25361931324005127,0.0,0.0,0.35911619663238525
sEyRofSnte8,69.5,74.0,0.13537469506263733,0.23533610999584198,0.0,0.0,0.3798360824584961
sEyRofSnte8,71.5,74.0,0.19547073543071747,0.20473293960094452,0.0,0.0,0.37236136198043823
sEyRofSnte8,74.0,77.0,0.2888718247413635,0.22959326207637787,0.0,0.0,0.4651903510093689
sEyRofSnte8,77.0,82.0,0.2734217941761017,0.21888890862464905,0.0,0.0,0.4403281807899475
sEyRofSnte8,79.0,82.0,0.28342965245246887,0.200511634349823,0.0,0.0,0.41993024945259094
sEyRofSnte8,82.0,85.5,0.44606247544288635,0.2634458541870117,0.0,0.0,0.6099005937576294
sEyRofSnte8,85.5,87.5,0.5286840200424194,0.24412716925144196,0.0,0.0,0.6324408054351807
sEyRofSnte8,87.5,92.5,0.21634097397327423,0.2318049967288971,0.0,0.0,0.424134761095047
sEyRofSnte8,89.5,92.5,0.17966632544994354,0.23929844796657562,0.0,0.0,0.41256919503211975
sEyRofSnte8,92.5,95.5,0.42187339067459106,0.2783956229686737,0.0,0.0,0.6167045831680298
sEyRofSnte8,95.5,98.0,0.3423781394958496,0.22543522715568542,0.0,0.0,0.49183374643325806
sEyRofSnte8,98.0,101.5,0.3470357656478882,0.1762392222881317,0.0,0.0,0.4237266182899475
sEyRofSnte8,101.5,105.5,0.363961398601532,0.21159164607524872,0.0,0.0,0.48503535985946655
sEyRofSnte8,103.5,105.5,0.3086909055709839,0.22304731607437134,0.0,0.0,0.4678400754928589
sEyRofSnte8,105.5,111.0,0.32011881470680237,0.225744366645813,0.0,0.0,0.4787009358406067
sEyRofSnte8,107.5,111.0,0.27197396755218506,0.21865254640579224,0.0,0.0,0.4391041398048401
sEyRofSnte8,111.0,117.0,0.1678701937198639,0.23065893352031708,0.0,0.0,0.3929137587547302
sEyRofSnte8,113.0,119.0,0.02156573161482811,0.21576206386089325,0.0,0.0,0.2821815013885498
sEyRofSnte8,115.0,121.0,0.0042948732152581215,0.2248067408800125,0.0,0.0,0.2846897542476654
sEyRofSnte8,117.0,123.0,0.13896462321281433,0.22028560936450958,0.0,0.0,0.3603208661079407
sEyRofSnte8,119.0,123.0,0.19718164205551147,0.22148104012012482,0.0,0.0,0.39755842089653015
sEyRofSnte8,121.0,123.0,0.353375643491745,0.19792625308036804,0.0,0.0,0.45887020230293274
sEyRofSnte8,123.0,129.0,0.27032560110092163,0.2438395619392395,0.0,0.0,0.4744221866130829
sEyRofSnte8,125.0,130.0,0.22211343050003052,0.2335136979818344,0.0,0.0,0.4301202893257141
sEyRofSnte8,127.0,130.0,0.23530422151088715,0.2009652853012085,0.0,0.0,0.39122700691223145
sEyRofSnte8,130.0,134.5,0.2675221264362335,0.20960524678230286,0.0,0.0,0.423340767621994
sEyRofSnte8,132.0,134.5,0.20166613161563873,0.17938320338726044,0.0,0.0,0.3395823836326599
sEyRofSnte8,134.5,138.5,0.3210830092430115,0.23990032076835632,0.0,0.0,0.4997042119503021
sEyRofSnte8,136.5,138.5,0.2824650704860687,0.24922528862953186,0.0,0.0,0.48959454894065857
sEyRofSnte8,140.0,145.0,0.2124069780111313,0.26930198073387146,0.0,0.0,0.4758114814758301
